Country Name,Country Code,Series Name,Series Code,1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Argentina,ARG,GDP (constant 2015 US$),NY.GDP.MKTP.KD,287841521828.634,272903153784.458,270895516738.16,282677015450.457,287117132733.287,272218554792.861,288969188904.054,296785426416.393,293550663101.649,272541389928.67,265817211205.311,290094591011.844,313120244489.89,338817957426.035,358592053441.545,348389357874.283,367643757074.802,397463514160.866,412766570325.764,398792535409.293,395646066535.875,378202665751.853,336999433710.193,366780211148.674,399898899166.738,435296589745.339,470325565798.353,512690850741.56,533491913656.279,501917060966.235,552738161802.463,585924294024.785,579910247223.428,593858966307.156,578937574935.696,594749285413.212,582376550428.09,598790850843.677,583118120294.002,571304530654.919,514772410744.886,567607420306.47
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,10318.1829852053,9630.11517768569,9407.87464079697,9660.19212976018,9655.18364934168,9009.00172876523,9412.99481324691,9517.10860969582,9269.35579059497,8477.67290305717,8149.24061859681,8769.75039972016,9338.69951701644,9974.00441871003,10423.3788791662,10003.0916892982,10430.6824927136,11146.7210336555,11445.5649384682,10935.6445948055,10730.6082172968,10146.1068184859,8943.30800223846,9629.84408600561,10389.1512740641,11192.1795786128,11970.6553871118,12919.2353647124,13310.6236843092,12398.2835807357,13551.3391940229,14200.2698890608,13895.6337072986,14071.5086831557,13567.9484159809,13789.060424772,13360.2118345982,13595.0373551081,13105.397163317,12712.9707379001,11344.4057423154,12390.8086878358
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.0296099976938393,-6.66849782084861,-2.30776613558768,2.68198183539825,-0.0518465921922342,-6.69259067506709,4.48432686156282,1.10606452584452,-2.60323622710837,-8.54086201266614,-3.87408535592273,7.61432641597717,6.48763181805525,6.80292690150243,4.50545680141448,-4.03215881088221,4.27458646483123,6.86473336181048,2.68100281607806,-4.4551784591153,-1.87493636731784,-5.44704817261687,-11.8547817184023,7.67653404752819,7.88493750549884,7.72948899640498,6.95553357619964,7.9242108884188,3.02950065191851,-6.85422505520184,9.30012292248985,4.78868313859435,-2.14528444981812,1.26568517537076,-3.57858050983289,1.62966427946263,-3.11006389821465,1.75764818265694,-3.60160975657155,-2.99438788864292,-10.7651077297352,9.22395557148646
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Argentina,ARG,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.3987703323364,..,15.6212596893311,15.8775396347046,16.2261505126953,16.3559608459473,16.4422092437744,14.3547201156616,15.1393003463745,15.8031702041626,15.5098400115967,15.1015701293945,15.7478399276733,16.0206699371338,15.0479698181152,15.1585597991943,14.5182600021362,14.4579296112061,13.7993297576904,13.9633102416992,13.3555402755737,13.2639198303223,12.5233402252197,12.5300703048706,..,..
Argentina,ARG,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.60715007781982,..,1.59786999225616,1.61749994754791,2.56972002983093,1.36186003684998,1.261549949646,1.28229999542236,..,1.04612004756927,1.06737995147705,..,..,..,..,..,3.73198008537292,..,4.03986978530884,4.52167987823486,4.58030986785889,4.833740234375,4.01734018325806,3.53504991531372,3.48652005195618,3.86000990867615,4.12821006774902,4.46260023117065,4.84440994262695,5.53105020523071,5.01971006393433,5.29062986373901,5.34582996368408,5.43661022186279,5.36144018173218,5.77611017227173,5.54548978805542,5.45431995391846,4.87773990631104,4.72417020797729,..,..
Argentina,ARG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.8172987237267,50.8703314506893,50.9214834057139,50.9716117282149,51.0218734532157,51.0726831929432,51.1251194014234,51.1782473621195,51.2282366011694,51.2701466962145,51.3010686402453,51.3193021966019,51.327071351283,51.329935620154,51.3353484289257,51.3480927277025,51.3700784443768,51.3987011629944,51.4287332069246,51.4528966810685,51.4663990438395,51.4679451279232,51.459819679785,51.4450481421038,51.4279965405772,51.4118172241305,51.3972098053962,51.3833744289272,51.3700806426442,51.356653171054,51.3427421836562,51.3284508654385,51.3142079494409,51.3001909136769,51.2865855105791,51.27348276799,51.2609743314513,51.2489899491189,51.2373484456557,51.2258022015077,51.2141455162946,51.2023146693351
Argentina,ARG,"Population, female",SP.POP.TOTL.FE.IN,14176264,14415896,14662612,14915338,15172424,15432267,15694882,15959635,16223439,16482397,16733715,16975913,17209618,17436832,17660730,17883600,18106091,18327460,18546976,18763440,18976071,19185008,19390957,19594321,19795649,19995559,20193900,20391134,20589210,20790604,20941910,21178884,21415097,21650186,21883730,22115261,22344847,22572521,22797803,23020216,23239321,23455139
Argentina,ARG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,82.887,83.313,83.759,84.194,84.621,85.038,85.445,85.843,86.233,86.613,86.984,87.328,87.542,87.752,87.96,88.164,88.366,88.564,88.759,88.952,89.142,89.329,89.51,89.686,89.86,90.031,90.2,90.366,90.53,90.691,90.849,90.99,91.121,91.249,91.377,91.503,91.627,91.749,91.87,91.991,92.111,92.229
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,15.4484884354618,15.3182133765332,15.3415261503287,15.455368766627,15.6919630355643,16.0568835768039,16.4278302659604,16.6252632715883,17.5629308962642,17.6323576032971,17.7230721035869,17.8045639519909,17.9819247034404,17.721683734545,18.1747268677819,18.1462920125665,18.1414534921115,18.521097005896,18.3037480206975,18.2230995516682,17.5900692657153,17.2954158367427,17.0220422280855,16.4423157091219,15.8304215213482,15.863288004258,15.914657116179,15.818316324949,15.4935292521053,15.2382671504147,..,..
Australia,AUS,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,4737.4820310373,4694.67642526964,4817.4895243115,4555.14620339645,4651.71242923314,4602.9565300165,4623.73907506368,4772.3704646487,4702.84160607784,5001.10310210296,5061.5084587843,4927.78158990974,4959.21491854816,5147.53665025188,5089.788966676,5129.22366091191,5393.58063459123,5469.59998919911,5553.65346587569,5610.34471097961,5644.06495066047,5446.97321382579,5569.64099249926,5568.76494063954,5598.0881783042,5564.08716927844,5709.34466781654,5868.34709712113,5964.66577565273,5862.55194383105,5793.11602573559,5745.23218954465,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,..,..,..,..,..,..
Australia,AUS,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,1338822,1336753.9,1334685.8,1332617.7,1330549.6,1328481.5,1326413.4,1324345.3,1322277.2,1320209.1,1318141,1315873,1313605,1311337,1309069,1306801,1304533,1302265,1299997,1297729,1295461,1302557.8,1309654.6,1316751.4,1323848.2,1330945,1340372,1340174,1340051,1340051,1340051,..
Australia,AUS,Population density (people per sq. km of land area),EN.POP.DNST,1.91244809497156,1.94303789229788,1.9757103992294,2.00057274514143,2.02335238144826,2.05120862241777,2.08510472124234,2.11706129674707,2.1519857334392,2.18871952410086,2.22135298022728,2.24984705101337,2.2773127839319,2.29970191218776,2.32417375004881,2.35242049906929,2.38353097379691,2.41034585996381,2.43559871392682,2.46358512424664,2.49313356677037,2.52697759785481,2.55800997097223,2.58977129245148,2.61997058172683,2.65477786600367,2.69423219608711,2.71111516082423,2.76599455892116,2.82359449643987,2.86785858401781,2.90798641031983,2.95920036968095,3.01057352615753,3.05581479504836,3.10011259648803,3.14493553058884,3.19836141871706,3.24787091037205,3.29767018286484,3.34024963533636,..
Australia,AUS,Population growth (annual %),SP.POP.GROW,1.21894271014757,1.58685256936818,1.66753573306185,1.25054826434538,1.13222184499641,1.36734607483574,1.63898886728063,1.52098662618978,1.63620665679268,1.69256678030677,1.47997801595662,1.27457757809254,1.21339077499647,0.9783366810892,1.05850884158683,1.20801981192904,1.31381929938745,1.11872568961022,1.04223571564164,1.14250518739456,1.19227232344832,1.34835834227145,1.22056378534358,1.23399666342628,1.15935216218033,1.31978955436191,1.47522794532757,0.624678435014185,2.00402174031569,2.0610451296841,1.55548958906995,1.38952731561803,1.74582000067359,1.721151439989,1.49156648912847,1.43921665259925,1.56194049810399,1.68452310845434,1.53610551570388,1.52165367749095,1.28293313733698,0.178832417987611
Australia,AUS,"Population, total",SP.POP.TOTL,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25693267,25739256
Australia,AUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,1,..,..,..,1,..,..,..,0.7,..,..,..,..,..,0.7,..,..,..,..,..,0.7,..,1,0.7,..,..,..,0.4,..,0.3,..,..,..,0.5,..,0.5,..,0.5,..,..,..
Australia,AUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Urban population growth (annual %),SP.URB.GROW,1.39326229376982,1.75969603616119,1.63252684649859,1.21668643123604,1.09718916309405,1.33346824486188,1.60392851144369,1.48591410952305,1.60229012217722,1.65747051532311,1.44486746340481,1.239458624037,1.07512520970029,0.828135993194965,0.906907711008238,1.05501750476427,1.15939206800333,0.964066497523518,0.884967261973617,0.984991170590809,1.03213873124927,1.18796106712273,1.36552341294138,1.37756081460967,1.30152936202965,1.46058120993102,1.61463706779604,0.76861501629068,2.14657127926835,2.20221763850756,1.69528537779197,1.52795741614347,1.86533013697943,1.83817579922612,1.60845510176755,1.55480059894141,1.67739012761928,1.80566369778429,1.66174925937128,1.65178048674511,1.41869082652799,0.319039154598807
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.03539927689404,3.33880733349639,3.32286786134055,-2.22196943253216,4.59592426080013,5.2521152448473,4.03096802586074,2.54793201432742,5.74367784273176,3.86444044919597,3.5735068997854,-0.395087176844456,0.413780383815748,4.03356714084148,3.9804736671948,3.83383058905508,3.85441996283515,3.90829089340106,4.61401157561838,4.9366749281626,3.91242773271188,2.0383007317353,4.01452665375521,3.11032510902798,4.20544688686265,3.16033832510615,2.72689344585038,3.7684875158189,3.57701487814776,1.8668320701176,2.17233709101625,2.46974629381731,3.91736246328504,2.60021188065653,2.56293152083389,2.17220475337416,2.74164306864724,2.29592694694063,2.87097248021668,2.11314942462376,-0.00383655856659004,1.47516288330458
Australia,AUS,GDP (constant 2015 US$),NY.GDP.MKTP.KD,452380909091.713,467485036059.805,483018946079.612,472286412744.384,493992338568.166,519937385490.482,540895895254.1,554677554933.462,586536446754.782,609202798452.45,630972702488.834,628479810251.912,631080336422.977,656535385505.246,682668603641.098,708840961389.366,736162668909.91,764934047459.534,800228192955.163,839732857524.87,872586798723.367,890372741826.771,926116992865.178,954922242233.238,995080989941.195,1026528915832.15,1054521265557.74,1094260767801.94,1133402638271.95,1154561362206.77,1179642326916.53,1208776499565.85,1256128656424.85,1288790662985.54,1321821485124.76,1350534154255.76,1387560980285.63,1419418366737.24,1460169477425.41,1491025040336.15,1490967836287.24,1512962040410.16
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30790.9684924934,31318.0837448787,31823.6227486897,30729.8075830818,31780.2585285748,32995.138056256,33767.1612179806,34104.8306330869,35478.4267523247,36231.0161797299,36974.4509255049,36361.9422733113,36072.0398069721,37161.6791478602,38234.029887488,39223.1607674505,40203.3023270116,41309.8259685443,42767.7939690644,44369.2728270564,45558.753131278,45864.7680331103,47127.2781005515,47997.1371388983,49439.1222880846,50332.8748422221,50948.2249676411,52538.9755805727,53338.6027837258,53225.9510414936,53542.8337248074,54108.1110551111,55254.6062126847,55723.9482270935,56305.9790936359,56707.0220772116,57358.7827974217,57695.5712591341,58447.2526505317,58781.0466570626,58029.5155258862,58780.3330605266
Australia,AUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.78708039101825,1.71191514327921,1.61420796983991,-3.43711705686596,3.41834533995349,3.82274903959301,2.33980885428716,0.999993493461133,4.0275705632889,2.12125930120597,2.05192904909737,-1.6565726788688,-0.797268925185989,3.02073114445136,2.8856358598897,2.58704322529762,2.49888469053339,2.75232027591224,3.52934917138184,3.74459075244904,2.68086499604787,0.671692881827951,2.75267950015518,1.8457654959213,3.00431491364444,1.80778402361102,1.22256105447553,3.12228858599492,1.52196953655246,-0.211201149548302,0.595353727107323,1.05574787694091,2.1188970289609,0.849416992679778,1.04448964055885,0.712256477964445,1.1493474640983,0.587161102950546,1.302840712022,0.571102988410345,-1.27852628341415,1.29385456321015
Australia,AUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)",SE.TER.CUAT.BA.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28.9809894561768,30.3131504058838,31.8225193023682,32.1725997924805,34.3086013793945,34.782398223877,35.4619789123535,38.2943000793457,..
Australia,AUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",SE.TER.CUAT.BA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.7437896728516,28.6151294708252,29.7797794342041,30.0298099517822,31.3911895751953,31.7493305206299,33.0947799682617,35.0234107971191,..
Australia,AUS,"Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)",SE.TER.CUAT.BA.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.4684600830078,26.8786907196045,27.6889991760254,27.8382301330566,28.383430480957,28.62672996521,30.6422691345215,31.6222095489502,..
Australia,AUS,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,..,..,..,..,..,..,..,..,13.2497301101685,13.3509197235107,13.5917196273804,14.0653095245361,13.2040195465088,15.0169200897217,14.2970199584961,14.7700595855713,14.2461204528809,..,..,..,13.3601598739624,..,..,..,..,13.585129737854,13.1781997680664,13.0302696228027,12.5997200012207,13.421669960022,14.3240003585815,13.4849996566772,13.1744003295898,14.0413904190063,13.8837900161743,14.085789680481,13.8043899536133,13.6023597717285,13.4772901535034,..,..,..
Australia,AUS,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.64446020126343,..,5.4701099395752,5.36276006698608,..,5.39561986923218,5.27070999145508,5.06071996688843,4.90948009490967,4.74096012115479,4.66854000091553,4.7863302230835,4.68387985229492,5.50633001327515,5.24494981765747,5.13413000106812,5.23099994659424,..,..,..,4.88731002807617,..,..,..,..,4.89851999282837,4.74065017700195,4.65621995925903,4.63278007507324,5.08451986312866,5.54303979873657,5.06995010375977,4.86787986755371,5.22923994064331,5.1646900177002,5.31583976745605,5.28623008728027,5.13680982589722,5.12344980239868,..,..,..
Australia,AUS,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.1043980148611,50.1156338994539,50.113674272256,50.1042077721597,50.0949546253698,50.0914089620876,50.0939527239694,50.1009042795662,50.1124769621288,50.1285958725951,50.148679881608,50.1741758722829,50.2040233007602,50.2318866711306,50.2498858613348,50.2529055193043,50.2384702105208,50.2095941172136,50.1735753652265,50.1403940678257,50.1167526370047,50.105810590395,50.1048946759728,50.1079358136192,50.1064404843263,50.0951629659287,50.0716592858918,50.0401002297773,50.0092887342209,49.9905888744036,49.9908439239065,50.0122770421264,50.0503166462415,50.0964484406563,50.1391905706398,50.1708743412044,50.1894718273433,50.197959138598,50.1996232411296,50.1995341861351,50.2012381940135,50.2051576501004
Australia,AUS,"Population, female",SP.POP.TOTL.FE.IN,7361338,7480761,7606253,7700516,7786760,7893404,8024250,8148361,8284695,8428823,8557922,8672105,8783194,8874467,8972117,9081705,9199166,9297311,9387978,9489571,9598862,9727041,9846313,9969174,10085124,10216808,10363782,10422152,10626574,10843809,11013858,11172755,11378171,11586371,11770519,11948693,12141288,12349632,12541215,12733486,12898338,12922434
Australia,AUS,Urban population (% of total population),SP.URB.TOTL.IN.ZS,85.552,85.7,85.67,85.641,85.611,85.582,85.552,85.522,85.493,85.463,85.433,85.403,85.285,85.157,85.028,84.898,84.767,84.636,84.503,84.37,84.235,84.1,84.222,84.343,84.463,84.582,84.7,84.822,84.943,85.063,85.182,85.3,85.402,85.502,85.602,85.701,85.8,85.904,86.012,86.124,86.241,86.362
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,1.32815917239375,1.35497989103147,1.34753554244111,1.37240200430623,1.39557303034609,1.48919988458948,1.59408624316997,1.68250466544735,1.71151495707345,1.7465315453855,1.79454998368073,1.8024103708722,1.76988077175168,1.70953902409161,1.78537185646421,1.78206176416498,1.78362500065135,1.85430585595376,1.94568192754234,1.80517978804146,2.03322568000604,2.11786937529118,2.2792723330614,2.42165696102668,2.52323213718715,2.37362850846258,2.16857469639112,2.19641817319378,2.07185467654344,2.05781083913756,..,..
Brazil,BRA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,943.303989265018,883.881257350723,877.863549842187,879.251857191586,915.083834913077,956.232384883363,980.416905020215,998.398165750201,992.593709679772,993.905266653639,940.965854933677,942.038038126014,935.746462409658,943.326995223931,976.982177378311,994.289849192527,1030.668072487,1066.18695139257,1075.19908104151,1083.40398441088,1072.37954381449,1076.27549216658,1090.34984848265,1094.4246817285,1141.49111021248,1156.90753654218,1184.14512107209,1238.41162839544,1294.48083319241,1240.17730372725,1358.50240216015,1367.18804920798,1413.73338546845,1461.07677362945,1495.5411407278,..,..,..,..,..,..,..
Brazil,BRA,Forest area (sq. km),AG.LND.FRST.K2,..,..,..,..,..,..,..,..,..,..,5888980,5851170.6,5813361.2,5775551.8,5737742.4,5699933,5662123.6,5624314.2,5586504.8,5548695.4,5510886,5471378.1,5431870.2,5392362.3,5352854.4,5313346.5,5273838.6,5234330.7,5194822.8,5155314.9,5115807,5100415.2,5085023.4,5069631.6,5054239.8,5038848,5020821,5000916,4990514,4977985,4966196,..
Brazil,BRA,Population density (people per sq. km of land area),EN.POP.DNST,14.4402955681527,14.784428951896,15.1347455295078,15.4877538543264,15.8388791046812,16.1847113113683,16.5238815095225,16.8568133579959,17.1841468317114,17.5072809261391,17.8273186378788,18.1437505234418,18.4561854671015,18.7660276090135,19.0751431538596,19.384682357558,19.6951333669931,20.0055330492191,20.3137603581658,20.6168685855944,20.9125880877803,21.2004167195094,21.4805594306867,21.752356864087,22.0152425061078,22.2689627117995,22.5130654667187,22.7479373401259,22.9752507136755,23.1973267975889,23.4159318939381,23.6313989715415,23.843497715999,24.0527083777013,24.2594337974717,24.4637872780308,24.6661405528024,24.8660377787402,25.0617146877176,25.2507757706858,25.4314248146119,..
Brazil,BRA,Population growth (annual %),SP.POP.GROW,2.36048298160519,2.35519271179313,2.3418599871497,2.3056508784628,2.24179825511662,2.1599430128608,2.07396482803476,1.99482299617363,1.92323343061383,1.86295843597935,1.81151883766468,1.75941419381772,1.70733923298647,1.66486231216782,1.6337888839804,1.60971030654546,1.58883830194468,1.56373197369546,1.52896188133332,1.48110975211591,1.42416744229362,1.36695595542708,1.31274754952678,1.25737996705435,1.20129414101631,1.14588477164177,1.09019257285986,1.03786468320243,0.994310571973971,0.961946715342144,0.937959306704135,0.915965178459778,0.893525506727112,0.873605695817564,0.855795964130977,0.838838953278811,0.823752152538353,0.807145245445964,0.783844259734468,0.751550842096973,0.712872791114979,0.672384396316085
